ident,type,name,iata,icao,iso_country,municipality,lat,lng
YBTV,small_airport,Batavia Downs Airport,BVW,YBTV,AU,,-12.6592,142.675
YBTH,medium_airport,Bathurst Airport,BHS,YBTH,AU,Bathurst,-33.40682,149.65116
YBTI,medium_airport,Bathurst Island Airport,BRT,YBTI,AU,Wurrumiyanga,-11.76497,130.61577
YBGB,small_airport,Beagle Bay Airport,BEE,YBGB,AU,Dampier Peninsula,-17.0165,122.6464
YBDF,small_airport,Bedford Downs Airport,BDW,YBDF,AU,,-17.2867,127.463
YBIE,medium_airport,Bedourie Airport,BEU,YBIE,AU,Bedourie,-24.3461,139.46001
YBEB,small_airport,Bellburn Airstrip,BXF,YBEB,AU,Pumululu National Park,-17.545,128.305
YBLA,medium_airport,Benalla Airport,BLN,YBLA,AU,Benalla,-36.5519,146.007
YBDG,small_airport,Bendigo Airport,BXG,YBDG,AU,,-36.7394,144.33
YBEO,small_airport,Betoota Airport,BTX,YBEO,AU,,-25.69479,140.73834
YBYS,small_airport,Beverley Springs Airport,BVZ,YBYS,AU,Wunaamin Miliwundi Ranges,-16.73276,125.4391
YBIL,small_airport,Billiluna Airport,BIW,YBIL,AU,,-19.5667,127.667
YBLE,small_airport,Biloela Airport,ZBL,YBLE,AU,Biloela,-24.32082,150.50963
YBDV,medium_airport,Birdsville Airport,BVI,YBDV,AU,,-25.8975,139.34801
YBIZ,small_airport,Bizant Airport,BZP,YBIZ,AU,Lakefield National Park,-14.74028,144.11944
YBCK,medium_airport,Blackall Airport,BKQ,YBCK,AU,Blackall,-24.43168,145.42972
YBTR,medium_airport,Blackwater Airport,BLT,YBTR,AU,,-23.6031,148.80701
YBMD,small_airport,Bloomfield River Airport,BFC,YBMD,AU,,-15.8736,145.33
YBOI,small_airport,Boigu Island Airport,GIC,YBOI,AU,Boigu Island,-9.23278,142.218
YBLL,small_airport,Bollon Airport,BLS,YBLL,AU,,-28.05125,147.4818
YBWR,small_airport,Bolwarra Airport,BCK,YBWR,AU,,-17.3883,144.16901
YBGD,small_airport,Boolgeeda,OCM,YBGD,AU,,-22.54111,117.26944
YBRL,small_airport,Borroloola Airport,BOX,YBRL,AU,,-16.0753,136.302
YBOU,medium_airport,Boulia Airport,BQL,YBOU,AU,,-22.9133,139.89999
YBKE,medium_airport,Bourke Airport,BRK,YBKE,AU,,-30.0392,145.952
YBWN,small_airport,Bowen Airport,ZBO,YBWN,AU,Bowen,-20.018,148.21525
YBPI,small_airport,Brampton Island Airport,BMP,YBPI,AU,,-20.80463,149.27993
YBRW,medium_airport,Brewarrina Airport,BWQ,YBRW,AU,,-29.97579,146.81438
BHT,small_airport,Brighton Downs Airport,BHT,YBTD,AU,Brighton Downs,-23.36576,141.56295
YBBN,large_airport,Brisbane International Airport,BNE,YBBN,AU,Brisbane,-27.3842,153.117
YBHI,medium_airport,Broken Hill Airport,BHQ,YBHI,AU,Broken Hill,-32.0014,141.472
YBRM,large_airport,Broome International Airport,BME,YBRM,AU,Broome,-17.94919,122.2283
YBRU,small_airport,Brunette Downs Airport,BTD,YBRU,AU,,-18.63747,135.93836
YBWM,small_airport,Bulimba Airport,BIP,YBWM,AU,,-16.8808,143.479
YBUN,small_airport,Bunbury Airport,BUY,YBUN,AU,,-33.37806,115.67694
YBUD,medium_airport,Bundaberg Airport,BDB,YBUD,AU,Bundaberg,-24.90504,152.32261
YBKT,small_airport,Burketown Airport,BUC,YBKT,AU,,-17.7486,139.534
YBLN,small_airport,Busselton Margaret River Regional Airport,BQB,YBLN,AU,Busselton,-33.68722,115.40028
YCAG,small_airport,Caiguna Airport,CGV,YCAG,AU,,-32.28046,125.47794
YBCS,large_airport,Cairns International Airport,CNS,YBCS,AU,Cairns,-16.87892,145.74948
YCDR,small_airport,Caloundra Airport,CUD,YCDR,AU,Caloundra,-26.80336,153.10497
YSCN,medium_airport,Camden Airport,CDU,YSCN,AU,Cobbitty,-34.03834,150.68641
YCFD,small_airport,Camfield Airport,CFI,YCFD,AU,,-17.0217,131.327
YCMW,small_airport,Camooweal Airport,CML,YCMW,AU,,-19.9117,138.125
YCNF,small_airport,Camp Nifty Airport,NIF,YCNF,AU,,-21.6717,121.587
YSCB,medium_airport,Canberra Airport,CBR,YSCB,AU,Canberra,-35.3069,149.19501
YCBE,small_airport,Canobie Airport,CBY,YCBE,AU,Canobie,-19.4794,140.927
YCBN,small_airport,Cape Barren Island Airport,CBI,YCBN,AU,Cape Barren Island,-40.39054,148.01693
YCFL,small_airport,Cape Flattery Airport,CQP,YCFL,AU,,-14.97083,145.31167
AU-CRY,small_airport,Carlton Hill Airport,CRY,AU-CRY,AU,Carlton Hill,-15.5019,128.534
YCAR,medium_airport,Carnarvon Airport,CVQ,YCAR,AU,Carnarvon,-24.88434,113.66639
YSCD,small_airport,Carosue Dam Airport,WCD,YSCD,AU,Cundeelee,-30.17361,122.32222
YCPN,small_airport,Carpentaria Downs Airport,CFP,YCPN,AU,Carpentaria Downs,-18.71848,144.31303
YCAS,small_airport,Casino Airport,CSI,YCAS,AU,,-28.8813,153.06072
YCAC,small_airport,Cattle Creek Airport,CTR,YCAC,AU,,-17.607,131.549
YCDU,medium_airport,Ceduna Airport,CED,YCDU,AU,,-32.1306,133.71001
YCNK,small_airport,Cessnock Airport,CES,YCNK,AU,,-32.7875,151.34199
YBCV,medium_airport,Charleville Airport,CTL,YBCV,AU,Charleville,-26.4133,146.26199
YCHT,small_airport,Charters Towers Airport,CXT,YCHT,AU,,-20.0431,146.273
YCHB,small_airport,Cherrabah Airport,CRH,YCHB,AU,Cherrabah Homestead Resort,-28.4301,152.08895
CBC,small_airport,Cherrabun Airport,CBC,CBC,AU,,-18.91778,125.53778
YCGO,small_airport,Chillagoe Airport,LLG,YCGO,AU,Chillagoe,-17.13839,144.52849
YCCA,medium_airport,Chinchilla Airport,CCL,YCCA,AU,Chinchilla,-26.77195,150.61757
YCHK,small_airport,Christmas Creek Airport,CKW,YCHK,AU,Christmas Creek Mine,-22.3543,119.6426
YCRK,small_airport,Christmas Creek Station Airport,CXQ,YCRK,AU,Wangkat Jungka,-18.8728,125.934
YGFN,medium_airport,Clarence Valley Regional Airport,GFN,YGFN,AU,Grafton,-29.7548,153.03123
YCMT,medium_airport,Clermont Airport,CMQ,YCMT,AU,,-22.7731,147.621
YCEE,medium_airport,Cleve Airport,CVC,YCEE,AU,,-33.7097,136.50501
YCFH,small_airport,Clifton Hills Airport,CFH,YCFH,AU,Clifton Hills,-27.0183,138.892
YCCY,medium_airport,Cloncurry Airport,CNJ,YCCY,AU,Cloncurry,-20.6686,140.504
YUNY,small_airport,Cluny Airport,CZY,YUNY,AU,,-24.5167,139.617
YCBA,medium_airport,Cobar Airport,CAZ,YCBA,AU,,-31.5383,145.79401
YCCT,small_airport,Coconut Island Airport,CNC,YCCT,AU,,-10.05014,143.07001
YCOE,medium_airport,Coen Airport,CUQ,YCOE,AU,Coen,-13.76113,143.11331
YCFS,medium_airport,Coffs Harbour Airport,CFS,YCFS,AU,Coffs Harbour,-30.3206,153.116
YOLA,small_airport,Colac Airport,XCO,YOLA,AU,Colac Otway Shire,-38.2867,143.67999
YCBR,small_airport,Collarenebri Airport,CRB,YCBR,AU,,-29.52324,148.57824
YCOI,small_airport,Collie Airport,CIE,YCOI,AU,Collie,-33.3667,116.217
YCSV,small_airport,Collinsville Airport,KCE,YCSV,AU,,-20.5967,147.86
YCDO,small_airport,Condobolin Airport,CBX,YCDO,AU,,-33.06565,147.21316
YCBP,medium_airport,Coober Pedy Airport,CPD,YCBP,AU,Coober Pedy,-29.03831,134.72217
YCOO,small_airport,Cooinda Airport,CDA,YCOO,AU,,-12.9033,132.532
YCKN,medium_airport,Cooktown Airport,CTN,YCKN,AU,,-15.44365,145.18322
YCAH,small_airport,Coolah Airport,CLH,YCAH,AU,,-31.77386,149.61532
YCWY,small_airport,Coolawanyah Airport,COY,YCWY,AU,Coolawanyah Station,-21.7946,117.755
AU-COB,small_airport,Coolibah Airport,COB,AU-COB,AU,Coolibah,-15.5483,130.96201
YCOM,medium_airport,Cooma Snowy Mountains Airport,OOM,YCOM,AU,Cooma,-36.30045,148.97241
YCBB,medium_airport,Coonabarabran Airport,COJ,YCBB,AU,,-31.3325,149.267
YCNM,medium_airport,Coonamble Airport,CNB,YCNM,AU,,-30.98095,148.37783
YCWA,small_airport,Coondewanna Airport,CJF,YCWA,AU,Coondewanna,-22.96667,118.81333
AU-CRJ,small_airport,Coorabie Airport,CRJ,AU-CRJ,AU,Coorabie,-31.8944,132.29601
YCTM,medium_airport,Cootamundra Airport,CMD,YCTM,AU,,-34.62428,148.03664
YCOD,small_airport,Cordillo Downs Airport,ODL,YCOD,AU,Cordillo Downs,-26.7453,140.638
YCOR,medium_airport,Corowa Airport,CWW,YCOR,AU,,-35.9947,146.357
YCRG,medium_airport,Corryong Airport,CYG,YCRG,AU,,-36.1828,147.888
YCWI,small_airport,Cowarie Airport,CWR,YCWI,AU,,-27.7117,138.328
YCWL,small_airport,Cowell Airport,CCW,YCWL,AU,,-33.6667,136.892
YCWR,medium_airport,Cowra Airport,CWT,YCWR,AU,,-33.84689,148.64801
AU-CSD,small_airport,Cresswell Downs Airport,CSD,AU-CSD,AU,Cresswell Downs,-17.948,135.916
YCKI,small_airport,Croker Island Airport,CKI,YCKI,AU,,-11.165,132.483
YCRY,small_airport,Croydon Airport,CDQ,YCRY,AU,,-18.225,142.258
YCUA,small_airport,Cudal Airport,CUG,YCUA,AU,,-33.27803,148.76871
YCUE,small_airport,Cue Airport,CUY,YCUE,AU,,-27.45066,117.9177
YCMU,medium_airport,Cunnamulla Airport,CMA,YCMU,AU,,-28.03,145.62199
YDAJ,small_airport,Dajarra Airport,DJR,YDAJ,AU,,-21.7083,139.533
YDAY,small_airport,Dalby Airport,DBY,YDAY,AU,,-27.15848,151.26343
YDGA,small_airport,Dalgaranga Gold Mine Airport,DGD,YDGA,AU,,-27.82972,117.31639
YDMN,small_airport,Daly River Airport,DVR,YDMN,AU,Nauiyu,-13.74981,130.69388
YDLW,small_airport,Daly Waters Airport,DYW,YDLW,AU,Daly Waters,-16.2647,133.38338
YDNI,small_airport,Darnley Island Airport,NLF,YDNI,AU,Darnley Island,-9.57918,143.78028
YPDN,large_airport,Darwin International Airport / RAAF Darwin,DRW,YPDN,AU,Darwin,-12.41497,130.88185
YDPD,small_airport,Davenport Downs Airport,DVP,YDPD,AU,,-24.15,141.108
YDDI,heliport,Daydream Island Helipad,DDI,YDDI,AU,Whitsundays,-20.2603,148.8136
YDLV,small_airport,Delissaville Airport,DLV,YDLV,AU,,-12.55,130.685
YDLT,small_airport,Delta Downs Airport,DDN,YDLT,AU,,-16.9917,141.317
YDLQ,medium_airport,Deniliquin Airport,DNQ,YDLQ,AU,Deniliquin,-35.5594,144.946
YDBY,medium_airport,Derby Airport,DRB,YDBY,AU,Derby,-17.37193,123.66221
YDPO,medium_airport,Devonport Airport,DPO,YDPO,AU,Devonport,-41.1697,146.42999
AU-DYM,small_airport,Diamantina Lakes Airport,DYM,AU-DYM,AU,Diamantina Lakes,-23.7617,141.145
YDBI,medium_airport,Dirranbandi Airport,DRN,YDBI,AU,,-28.58791,148.21716
YDIX,small_airport,Dixie Airport,DXD,YDIX,AU,New Dixie,-15.11749,143.31605
YDVR,small_airport,Docker River Airport,DKV,YDVR,AU,Kaltukatjara,-24.85953,129.12221
YDRA,small_airport,Dongara Airport,DOX,YDRA,AU,Port Denison,-29.29813,114.92733
YDMG,small_airport,Doomadgee Airport,DMD,YDMG,AU,,-17.9403,138.82201
YDGN,small_airport,Doongan Airport,DNG,YDGN,AU,Drysdale River,-15.38643,126.30223
YDOR,small_airport,Dorunda Airport,DRD,YDOR,AU,Dorunda Outstation,-16.5537,141.8238
YDDF,small_airport,Drumduff Airport,DFP,YDDF,AU,Palmer,-16.05212,143.01334
YDRD,small_airport,Drysdale River Airport,DRY,YDRD,AU,Drysdale River,-15.71357,126.3811
YSDU,medium_airport,Dubbo City Regional Airport,DBO,YSDU,AU,Dubbo,-32.2167,148.575
YDLK,small_airport,Dulkaninna Airport,DLK,YDLK,AU,Dulkaninna,-29.0133,138.481
YDBR,small_airport,Dunbar Airport,DNB,YDBR,AU,Maramie,-16.04739,142.39442
YDKI,small_airport,Dunk Island Airport,DKI,YDKI,AU,Dunk Island,-17.93913,146.14145
YDUN,small_airport,Dunwich Airport,SRR,YDUN,AU,North Stradbroke Island,-27.519,153.42762
YDRH,small_airport,Durham Downs Airport,DHD,YDRH,AU,,-27.075,141.89999
YDRI,small_airport,Durrie Airport,DRR,YDRI,AU,,-25.685,140.228
YDYS,medium_airport,Dysart Airport,DYA,YDYS,AU,,-22.6222,148.364
YPKU,medium_airport,East Kimberley Regional (Kununurra) Airport,KNX,YPKU,AU,Kununurra,-15.7781,128.70799
YECH,medium_airport,Echuca Airport,ECH,YECH,AU,,-36.1572,144.76199
YEIN,small_airport,Einasleigh Airport,EIH,YEIN,AU,Einasleigh,-18.5033,144.09399
YELD,medium_airport,Elcho Island Airport,ELC,YELD,AU,Elcho Island,-12.0194,135.571
YEWA,medium_airport,Eliwana,WHB,YEWA,AU,,-22.42839,116.88788
YELK,small_airport,Elkedra Airport,EKD,YELK,AU,,-21.1725,135.444
YESE,small_airport,Elrose Airport,ERQ,YESE,AU,Elrose Mine,-20.9764,141.0066
YEML,medium_airport,Emerald Airport,EMD,YEML,AU,Emerald,-23.5675,148.179
YEEB,small_airport,Eneabba Airport,ENB,YEEB,AU,Eneabba,-29.8325,115.246
YERL,small_airport,Erldunda Airport,EDD,YERL,AU,Ghan,-25.20611,133.25416
YERN,small_airport,Ernabella Airport,ERB,YERN,AU,,-26.2633,132.18201
YESP,medium_airport,Esperance Airport,EPR,YESP,AU,Esperance,-33.6844,121.823
YEDA,small_airport,Etadunna Airport,ETD,YEDA,AU,Etadunna,-28.7408,138.589
YECL,small_airport,Eucla Airport,EUC,YECL,AU,,-31.70708,128.87724
YEVA,small_airport,Eva Downs Airport,EVD,YEVA,AU,Eva Downs,-18.001,134.86301
YEVD,small_airport,Evans Head Aerodrome,EVH,YEVD,AU,,-29.10179,153.41925
YEXM,small_airport,Exmouth Airport,EXM,YEXM,AU,Exmouth,-22.04068,114.10266
YFNE,small_airport,Finke Airport,FIK,YFNE,AU,Finke,-25.5947,134.58299
YFIL,small_airport,Finley Airport,FLY,YFIL,AU,,-35.65892,145.56121
YFTZ,medium_airport,Fitzroy Crossing Airport,FIZ,YFTZ,AU,,-18.1836,125.55978
YFLI,small_airport,Flinders Island Airport,FLS,YFLI,AU,Whitemark,-40.0917,147.993
YFLO,small_airport,Flora Valley Airport,FVL,YFLO,AU,,-18.29784,128.4559
YFBS,medium_airport,Forbes Airport,FRB,YFBS,AU,Forbes,-33.3636,147.935
YFRT,medium_airport,Forrest Airport,FOS,YFRT,AU,,-30.83662,128.11281
YFST,small_airport,Forster (Wallis Is) Airport,FOT,YFST,AU,,-32.20249,152.48114
YFDF,small_airport,Fortescue - Dave Forrest Aerodrome,KFE,YFDF,AU,Cloudbreak Village,-22.29075,119.43714
FSL,small_airport,Fossil Downs Airport,FSL,FSL,AU,Fossil Downs Station,-18.1321,125.7873
YFTL,heliport,Fremantle Heliport,JFM,YFTL,AU,Fremantle,-32.04515,115.73302
YGAM,small_airport,Gamboola Airport,GBP,YGAM,AU,Gamboola,-16.54412,143.66816
YGPT,medium_airport,Garden Point Airport,GPN,YGPT,AU,Pirlangimpi,-11.39969,130.42557
YGSC,small_airport,Gascoyne Junction Airport,GSC,YGSC,AU,Gascoyne Junction,-25.0546,115.2026
YGAY,small_airport,Gayndah Airport,GAH,YGAY,AU,Gayndah,-25.61594,151.62055
YGTO,small_airport,George Town Airport,GEE,YGTO,AU,George Town,-41.07949,146.83906
YGTN,small_airport,Georgetown Airport,GTT,YGTN,AU,Georgetown,-18.30268,143.53092
YGEL,medium_airport,Geraldton Airport,GET,YGEL,AU,Moonyoonooka,-28.7961,114.707
YGIB,small_airport,Gibb River Airport,GBV,YGIB,AU,Gibb,-16.41866,126.44568
YGIA,small_airport,Ginbata Airport,GBW,YGIA,AU,Ginbata,-22.5812,120.03553
YGLA,medium_airport,Gladstone Airport,GLT,YGLA,AU,Gladstone,-23.86976,151.22544
YGLI,medium_airport,Glen Innes Airport,GLI,YGLI,AU,Glen Innes,-29.67603,151.69116
YGLE,small_airport,Glengyle Airport,GLG,YGLE,AU,,-24.8083,139.60001
YGLO,small_airport,Glenormiston Airport,GLM,YGLO,AU,,-22.8883,138.825
YBCG,large_airport,Gold Coast Airport,OOL,YBCG,AU,Gold Coast,-28.16596,153.50664
YGDI,small_airport,Goondiwindi Airport,GOO,YGDI,AU,,-28.5214,150.32001
YGDN,small_airport,Gordon Downs Airport,GDD,YGDN,AU,Gordon Downs,-18.6781,128.592
YGLB,medium_airport,Goulburn Airport,GUL,YGLB,AU,,-34.8103,149.726
YPGV,medium_airport,Gove Airport,GOV,YPGV,AU,Nhulunbuy,-12.2694,136.81799
YGKL,small_airport,Great Keppel Is Airport,GKL,YGKL,AU,Great Keppel Island,-23.18457,150.94164
YGNV,small_airport,Greenvale Airport,GVP,YGNV,AU,,-18.9966,145.0136
YGDS,small_airport,Gregory Downs Airport,GGD,YGDS,AU,,-18.625,139.233
YGNF,small_airport,Grenfell Airport,GFE,YGNF,AU,Grenfell,-34.0,148.133
YGTH,medium_airport,Griffith Airport,GFF,YGTH,AU,Griffith,-34.2508,146.067
YGTE,medium_airport,Groote Eylandt Airport,GTE,YGTE,AU,Groote Eylandt,-13.97241,136.45855
AU-0456,small_airport,Gruyere Airport,GYZ,YGRM,AU,Cosmo Newbery,-28.03455,123.81506
YGDH,medium_airport,Gunnedah Airport,GUH,YGDH,AU,,-30.95751,150.24898
YGYM,small_airport,Gympie Airport,GYP,YGYM,AU,,-26.29015,152.703
YHLC,medium_airport,Halls Creek Airport,HCQ,YHLC,AU,,-18.2339,127.67
YHML,medium_airport,Hamilton Airport,HLT,YHML,AU,,-37.6489,142.065
YBHM,medium_airport,Hamilton Island Airport,HTI,YBHM,AU,Hamilton Island,-20.3581,148.952
YHPB,heliport,Happy Bay Helipad,HAP,YHPB,AU,Long Island,-20.3358,148.8525
YHAY,medium_airport,Hay Airport,HXX,YHAY,AU,,-34.5314,144.83
AU-HIS,seaplane_base,Hayman Island Resort Seaplane Base,HIS,AU-HIS,AU,Hayman Island,-20.06,148.881
YHDY,small_airport,Headingly Airport,HIP,YHDY,AU,,-21.3333,138.283
YHTL,small_airport,Heathlands Airport,HAT,YHTL,AU,Shelburne,-11.7369,142.577
AU-HLV,small_airport,Helenvale Airport,HLV,AU-HLV,AU,Helenvale,-15.6858,145.215
YHBY,small_airport,Henbury Airport,HRY,YHBY,AU,Ghan,-24.584,133.236
YHMB,small_airport,Hermannsburg Airport,HMG,YHMB,AU,Hermannsburg (Ntaria),-23.92648,132.8078
YHBA,medium_airport,Hervey Bay Airport,HVB,YHBA,AU,Hervey Bay,-25.32013,152.88066
YHHY,small_airport,Highbury Airport,HIG,YHHY,AU,Highbury,-16.42415,143.14534
YHIL,small_airport,Hillside Airport,HLL,YHIL,AU,Hillside,-21.71828,119.44033
YMHB,large_airport,Hobart International Airport,HBA,YMHB,AU,Hobart (Cambridge),-42.83703,147.51302
YHOO,small_airport,Hooker Creek Airport,HOK,YHOO,AU,Lajamanu,-18.3367,130.638
YHPV,small_airport,Hope Vale Airport,HPE,YHPV,AU,Hope Vale,-15.2923,145.1035
YHPN,medium_airport,Hopetoun Airport,HTU,YHPN,AU,,-35.7153,142.36
YHID,medium_airport,Horn Island Airport,HID,YHID,AU,Horn,-10.58564,142.29277
YHSM,medium_airport,Horsham Airport,HSM,YHSM,AU,,-36.6697,142.173
YHUG,small_airport,Hughenden Airport,HGD,YHUG,AU,Hughenden,-20.815,144.22501
YHBR,small_airport,Humbert River Airport,HUB,YHBR,AU,,-16.48967,130.63028
YIFY,small_airport,Iffley Airport,IFF,YIFY,AU,,-18.9,141.217
YIDK,small_airport,Indulkana Airport,IDK,YIDK,AU,Indulkana,-26.96543,133.32199
YIGM,small_airport,Ingham Airport,IGH,YIGM,AU,,-18.66415,146.1458
YINJ,small_airport,Injune Airport,INJ,YINJ,AU,Injune,-25.851,148.5497
YIKM,small_airport,Inkerman Airport,IKP,YIKM,AU,Inkerman,-16.22922,141.43461
YINN,small_airport,Innamincka Airport,INM,YINN,AU,,-27.69759,140.7395
YIFL,small_airport,Innisfail Airport,IFL,YIFL,AU,,-17.5594,146.01199
YIVL,medium_airport,Inverell Airport,IVR,YIVL,AU,Inverell,-29.8883,151.144
YINW,small_airport,Inverway Airport,IVW,YINW,AU,Inverway,-17.8411,129.64301
YIBO,small_airport,Iron Bridge Mine Airport,IBM,YIBO,AU,Japal Camp,-21.28758,118.88252
YISF,small_airport,Isisford Airport,ISI,YISF,AU,,-24.2583,144.425
YJAB,small_airport,Jabiru Airport,JAB,YJAB,AU,,-12.65806,132.89464
YJLC,small_airport,Julia Creek Airport,JCK,YJLC,AU,,-20.6683,141.72301
YJDA,small_airport,Jundah Airport,JUN,YJDA,AU,Jundah,-24.83805,143.06196
YJNB,small_airport,Jurien Bay Airport,JUR,YJUR,AU,Jurien Bay,-30.3027,115.05555
YKBR,small_airport,Kalbarri Airport,KAX,YKBR,AU,Kalbarri,-27.69281,114.25917
YPKG,medium_airport,Kalgoorlie Boulder Airport,KGI,YPKG,AU,Broadwood,-30.79154,121.46459
YKKG,small_airport,Kalkgurung Airport,KFG,YKKG,AU,,-17.4319,130.808
YKPR,small_airport,Kalpowar Airport,KPP,YKPR,AU,Kalpower,-14.89,144.22
YKAL,small_airport,Kalumburu Airport,UBU,YKAL,AU,Kalumburu,-14.28784,126.63318
KDS,small_airport,Kamaran Downs Airport,KDS,KDS,AU,Kamaran Downs,-24.3388,139.2785
YKBL,small_airport,Kambalda Airport,KDB,YKBL,AU,Kambalda West,-31.1907,121.5978
YKML,small_airport,Kamileroi Airport,KML,YKML,AU,,-19.375,140.05701
YKAR,small_airport,Karara Airport,KQR,YKAR,AU,Karara,-29.21722,116.68715
YPKA,medium_airport,Karratha Airport,KTA,YPKA,AU,Karratha,-20.7122,116.773
YKMB,small_airport,Karumba Airport,KRB,YKMB,AU,,-17.4567,140.83
YKNG,small_airport,Katanning Airport,KNI,YKNG,AU,,-33.69942,117.65703
YKMP,medium_airport,Kempsey Airport,KPS,YKMP,AU,,-31.07232,152.76531
YKBA,small_airport,Ken's Bore airport,KYB,YKBA,AU,Ken's Bore,-22.15722,116.15622
YKER,medium_airport,Kerang Airport,KRA,YKER,AU,,-35.7514,143.939
AU-KBD,small_airport,Kimberley Downs Airport,KBD,YKBS,AU,Kimberley Downs,-17.39858,124.35556
YKII,medium_airport,King Island Airport,KNS,YKII,AU,,-39.8775,143.87801
YKRY,medium_airport,Kingaroy Airport,KGY,YKRY,AU,,-26.58108,151.83993
YKCA,small_airport,Kings Canyon Airport,KBJ,YKCA,AU,Petermann,-24.26023,131.48892
YKCS,small_airport,Kings Creek Airport,KCS,YKCS,AU,Petermann,-24.42129,131.81946
YKSC,medium_airport,Kingscote Airport,KGC,YKSC,AU,,-35.7139,137.521
YKIR,small_airport,Kirkimbie Station Airport,KBB,YKIR,AU,Kirkimbie,-17.7792,129.21001
YKDD,small_airport,Koodaideri Mine Airport,OOD,YKDD,AU,Koodaideri Mine,-22.50429,119.07683
YKLC,small_airport,Koolan Central Airport,KCI,YKLC,AU,Koolan Island,-16.125,123.735
YKLA,small_airport,Koolatah Airport,KOH,YKLA,AU,Maramie,-15.88848,142.43946
YKLB,small_airport,Koolburra Airport,KKP,YKLB,AU,Koolburra,-15.3189,143.955
YKOW,medium_airport,Kowanyama Airport,KWM,YKOW,AU,Kowanyama,-15.48537,141.75257
YKUB,small_airport,Kubin Island Airport,KUG,YKUB,AU,Kubin Island,-10.22648,142.21962
AU-KGR,small_airport,Kulgera Airport,KGR,AU-KGR,AU,Ghan,-25.8428,133.29201
YKUR,small_airport,Kurundi Airport,KRD,YKUR,AU,Kurundi Station,-20.51,134.6706
AU-0081,small_airport,Lady Elliot Island Airstrip,LYT,YLTT,AU,Lady Elliot Island,-24.1129,152.7156
YLEV,small_airport,Lake Evella Airport,LEL,YLEV,AU,,-12.4989,135.806
YLMQ,small_airport,Lake Macquarie Airport,BEO,YLMQ,AU,City of Lake Macquarie,-33.06598,151.64628
YLKN,small_airport,Lake Nash Airport,LNH,YLKN,AU,Alpurrurulam,-20.9807,137.9178
YLFD,small_airport,Lakefield Airport,LFP,YLFD,AU,Lakefield,-14.9207,144.203
YLND,small_airport,Lakeland Airport,LKD,YLND,AU,Lakeland Downs,-15.84121,144.84912
LDW,small_airport,Lansdowne Airport,LDW,LDW,AU,Lansdowne Station,-17.6128,126.743
YLTV,medium_airport,Latrobe Valley Airport,TGN,YLTV,AU,Morwell,-38.211,146.47082
YMLT,medium_airport,Launceston Airport,LST,YMLT,AU,Launceston (Western Junction),-41.54494,147.21078
YLRA,small_airport,Laura Airport,LUU,YLRA,AU,,-15.56049,144.45142
YLTN,small_airport,Laverton Airport,LVO,YLTN,AU,Laverton,-28.61427,122.42867
YLAH,small_airport,Lawn Hill Airport,LWH,YLAH,AU,,-18.57453,138.58611
YPLM,medium_airport,Learmonth Airport,LEA,YPLM,AU,Exmouth,-22.2352,114.09002
YLEC,medium_airport,Leigh Creek Airport,LGH,YLEC,AU,,-30.5983,138.426
YLST,medium_airport,Leinster Airport,LER,YLST,AU,,-27.8433,120.703
YLEO,medium_airport,Leonora Airport,LNO,YLEO,AU,Leonora,-28.8781,121.315
YLRD,medium_airport,Lightning Ridge Airport,LHG,YLRD,AU,,-29.45286,147.97715
YLIM,small_airport,Limbunya Airport,LIB,YLIM,AU,Limbunya,-17.2356,129.882
YLIN,small_airport,Lindeman Island Airport,LDC,YLIN,AU,Lindeman Island,-20.4536,149.03999
YLIS,medium_airport,Lismore Airport,LSY,YLIS,AU,Lismore,-28.83069,153.25842
LLL,small_airport,Lissadell Airport,LLL,LLL,AU,Lissadell Station,-16.661,128.594
YLZI,small_airport,Lizard Island Airport,LZR,YLZI,AU,,-14.67327,145.45457
YLOK,small_airport,Lock Airport,LOC,YLOK,AU,Lock,-33.5442,135.69299
YLHR,medium_airport,Lockhart River Airport,IRG,YLHR,AU,Lockhart River,-12.7869,143.30499
YLRE,medium_airport,Longreach Airport,LRE,YLRE,AU,Longreach,-23.4342,144.28
YLHI,small_airport,Lord Howe Island Airport,LDH,YLHI,AU,Lord Howe Island,-31.5382,159.07546
